gene,n_runs_in_phase6,median_random_effect,std_random_effect,iqr_random_effect,median_random_p,direction,direction_concordance
GNL1,50,0.191372,0.000000,0.000000,1.193066e-02,up,1.0000
GREB1,48,-0.014340,0.000000,0.000000,9.511564e-01,down,1.0000
HAP1,50,0.135558,0.000000,0.000000,5.925976e-01,up,1.0000
HAUS2,49,0.391922,0.000000,0.000000,2.573461e-02,up,1.0000
HIKESHI,49,-0.313785,0.000000,0.000000,8.375262e-02,down,1.0000
HMGA1,50,0.511696,0.000000,0.000000,1.220860e-03,up,1.0000
HMMR,49,0.339134,0.000000,0.000000,3.283021e-01,up,1.0000
HPRT1,50,-0.468105,0.000000,0.000000,4.990643e-02,down,1.0000
HS6ST2,50,-0.603750,0.000000,0.000000,4.315108e-02,down,1.0000
IAPP,49,-1.460723,0.000000,0.000000,1.537715e-02,down,1.0000
IARS1,49,-0.745737,0.000000,0.000000,8.887750e-02,down,1.0000
INPP5D,48,0.439521,0.000000,0.000000,5.999455e-02,up,1.0000
KCNG3,50,-0.574491,0.000000,0.000000,9.097042e-02,down,1.0000
KIF4A,50,-0.062832,0.000000,0.000000,7.719797e-01,down,1.0000
KRT80,50,0.670041,0.000000,0.000000,3.291583e-02,up,1.0000
LMBRD1,48,-0.663056,0.000000,0.000000,1.440164e-02,down,1.0000
LRFN2,50,-0.501911,0.000000,0.000000,1.005791e-07,down,1.0000
LSM2,50,-0.317409,0.000000,0.000000,1.299478e-01,down,1.0000
MAFB,50,-0.647515,0.000000,0.000000,4.585078e-02,down,1.0000
MAK16,50,-0.343965,0.000000,0.000000,2.949501e-01,down,1.0000
MCOLN3,50,-0.422565,0.000000,0.000000,6.286563e-03,down,1.0000
ME2,47,-0.537292,0.000000,0.000000,3.340461e-02,down,1.0000
MEGF9,50,-0.404888,0.000000,0.000000,1.078326e-02,down,1.0000
MRPL3,50,-0.475715,0.000000,0.000000,1.006690e-01,down,1.0000
MTUS2,49,-0.567325,0.000000,0.000000,3.111770e-03,down,1.0000
NEBL,50,-0.520437,0.000000,0.000000,1.493487e-02,down,1.0000
NEFL,0,0,0,0,1.0,none,0.0
NEFM,50,-0.119365,0.000000,0.000000,8.410735e-01,down,1.0000
NEU3,50,0.625130,0.000000,0.000000,8.525497e-02,up,1.0000
NLRP1,50,0.350229,0.000000,0.000000,5.006855e-05,up,1.0000
NT5E,49,0.283749,0.000000,0.000000,2.096499e-01,up,1.0000
OCA2,48,-0.021317,0.000000,0.000000,9.062616e-01,down,1.0000
ODC1,46,-0.569171,0.000000,0.000000,1.088347e-01,down,1.0000
OTULINL,50,-0.750222,0.000000,0.000000,1.190458e-10,down,1.0000
PDCD1,0,0,0,0,1.0,none,0.0
PDLIM4,50,0.528950,0.000000,0.000000,2.027469e-02,up,1.0000
PDX1,49,0.273091,0.000000,0.000000,4.718548e-01,up,1.0000
PEG10,50,-0.263136,0.000000,0.000000,5.202614e-01,down,1.0000
PFN2,50,-0.598135,0.000000,0.000000,2.837185e-02,down,1.0000
PGRMC1,50,-0.556003,0.000000,0.000000,1.439443e-02,down,1.0000
PLAGL1,50,-0.655736,0.000000,0.000000,1.278436e-02,down,1.0000
PLAUR,49,0.110003,0.000000,0.000000,7.320796e-01,up,1.0000
PLEKHA4,46,0.489563,0.000000,0.000000,7.690261e-02,up,1.0000
PLEKHA6,50,-0.042179,0.000000,0.000000,9.071997e-01,down,1.0000
PLEKHG3,48,0.269930,0.000000,0.000000,4.794592e-02,up,1.0000
PPM1E,50,-0.465570,0.000000,0.000000,2.688413e-02,down,1.0000
PPP1R1A,50,-0.695254,0.000000,0.000000,3.097358e-09,down,1.0000
PPP2CB,50,-0.602093,0.000000,0.000000,1.971606e-02,down,1.0000
PPP3CB,48,-0.332067,0.000000,0.000000,1.714343e-02,down,1.0000
PRKAR1A,50,-0.386918,0.000000,0.000000,6.574894e-02,down,1.0000
PSMD11,50,-0.482154,0.000000,0.000000,2.372621e-01,down,1.0000
PTMA,48,0.099393,0.000000,0.000000,6.116002e-01,up,1.0000
PTPN3,50,-0.688053,0.000000,0.000000,3.299428e-03,down,1.0000
RASGRF1,50,-0.412427,0.000000,0.000000,2.289912e-01,down,1.0000
RASGRP1,50,-0.751632,0.000000,0.000000,6.321197e-10,down,1.0000
RBP4,50,-0.876811,0.000000,0.000000,1.751716e-01,down,1.0000
RIMBP2,50,-0.439519,0.000000,0.000000,3.012536e-07,down,1.0000
RNF130,50,-0.213893,0.000000,0.000000,2.199092e-01,down,1.0000
RNF6,45,-0.471492,0.000000,0.000000,3.067377e-02,down,1.0000
RPH3A,47,0.140435,0.000000,0.000000,4.712175e-01,up,1.0000
RPS6KC1,50,-0.333042,0.000000,0.000000,5.226872e-02,down,1.0000
RSL1D1,50,-0.244832,0.000000,0.000000,3.596895e-01,down,1.0000
RWDD2A,50,-0.413160,0.000000,0.000000,3.557629e-02,down,1.0000
SELENOS,50,-0.123110,0.000000,0.000000,6.865863e-01,down,1.0000
SEMG1,0,0,0,0,1.0,none,0.0
SEPTIN9,50,0.388663,0.000000,0.000000,1.268557e-04,up,1.0000
SH2D4A,50,0.348759,0.000000,0.000000,1.172076e-03,up,1.0000
SIX1,46,0.137802,0.000000,0.000000,5.281461e-01,up,1.0000
SLC25A5,50,-0.313083,0.000000,0.000000,1.891551e-01,down,1.0000
SLC2A2,50,-1.288730,0.000000,0.000000,5.947150e-07,down,1.0000
SLC4A8,50,-0.310937,0.000000,0.000000,2.487433e-01,down,1.0000
SNRPB,50,-0.322409,0.000000,0.000000,3.245431e-01,down,1.0000
SRPRB,50,-0.412727,0.000000,0.000000,8.517097e-02,down,1.0000
STAT5A,50,0.299667,0.000000,0.000000,3.074825e-02,up,1.0000
SYT9,45,-0.162454,0.000000,0.000000,5.172394e-03,down,1.0000
TBC1D4,45,-0.275066,0.000000,0.000000,2.544544e-05,down,1.0000
TCF7,50,0.367552,0.000000,0.000000,1.078497e-01,up,1.0000
TEAD4,50,0.527513,0.000000,0.000000,1.590367e-02,up,1.0000
TGFB3,50,0.508264,0.000000,0.000000,1.085887e-08,up,1.0000
TM4SF20,48,-0.187068,0.000000,0.000000,5.505824e-01,down,1.0000
TMEM212,50,0.334942,0.000000,0.000000,9.670429e-02,up,1.0000
TNIP1,49,0.452700,0.000000,0.000000,6.261979e-03,up,1.0000
TOM1L1,50,-0.645774,0.000000,0.000000,7.052295e-02,down,1.0000
TOMM20,50,-0.711025,0.000000,0.000000,4.922058e-02,down,1.0000
TRADD,50,0.398254,0.000000,0.000000,2.077954e-02,up,1.0000
UBL3,50,-0.531437,0.000000,0.000000,5.401690e-02,down,1.0000
VDAC2,50,-0.148489,0.000000,0.000000,3.308080e-01,down,1.0000
VLDLR,50,-0.522954,0.000000,0.000000,3.332438e-02,down,1.0000
VPS37A,46,0.058348,0.000000,0.000000,8.471358e-01,up,1.0000
VPS53,50,0.148906,0.000000,0.000000,5.142349e-01,up,1.0000
YBX1,50,-0.065745,0.000000,0.000000,6.977380e-01,down,1.0000
ZFR,50,-0.417055,0.000000,0.000000,6.268503e-02,down,1.0000
ZMAT4,50,-0.139689,0.000000,0.000000,5.449548e-01,down,1.0000
ZNF518A,0,0,0,0,1.0,none,0.0
ZNF576,48,-0.028556,0.000000,0.000000,8.955479e-01,down,1.0000
ZNF697,50,-0.428324,0.000000,0.000000,1.450142e-01,down,1.0000
