gene,appearance_count,appearance_rate,stability_class,total_runs
RENBP,14,0.2800,stochastic,50
ETNK1,11,0.2200,stochastic,50
IL13RA2,9,0.1800,stochastic,50
MRPS12,9,0.1800,stochastic,50
BTBD3,9,0.1800,stochastic,50
C14orf132,9,0.1800,stochastic,50
SNX7,6,0.1200,stochastic,50
CLGN,5,0.1000,stochastic,50
IL11,4,0.0800,stochastic,50
MRPL15,4,0.0800,stochastic,50
NSMAF,4,0.0800,stochastic,50
MTURN,3,0.0600,stochastic,50
UPK3BL1,3,0.0600,stochastic,50
HNRNPF,3,0.0600,stochastic,50
STEAP4,2,0.0400,stochastic,50
TNPO1,2,0.0400,stochastic,50
ZNF710,2,0.0400,stochastic,50
APH1A,1,0.0200,stochastic,50
EFNB3,1,0.0200,stochastic,50
SLC6A20,1,0.0200,stochastic,50
TMEM37,1,0.0200,stochastic,50
