run_i,run_j,n_genes_i,n_genes_j,n_intersection,n_union,jaccard
2,45,166,167,154,179,0.8603351955307262
2,46,166,168,156,178,0.8764044943820225
2,47,166,175,161,180,0.8944444444444445
2,48,166,174,158,182,0.8681318681318682
2,49,166,161,145,182,0.7967032967032966
2,50,166,169,152,183,0.8306010928961749
3,4,159,168,151,176,0.8579545454545454
3,5,159,166,146,179,0.8156424581005587
3,6,159,167,147,179,0.8212290502793296
3,7,159,159,145,173,0.838150289017341
3,8,159,173,144,188,0.7659574468085106
3,9,159,158,142,175,0.8114285714285714
3,10,159,169,147,181,0.8121546961325967
3,11,159,173,150,182,0.8241758241758241
3,12,159,162,151,170,0.888235294117647
3,13,159,165,148,176,0.8409090909090909
3,14,159,163,151,171,0.8830409356725146
3,15,159,163,148,174,0.8505747126436781
3,16,159,169,150,178,0.8426966292134831
3,17,159,173,148,184,0.8043478260869565
3,18,159,169,152,176,0.8636363636363636
3,19,159,165,150,174,0.8620689655172413
3,20,159,167,148,178,0.8314606741573034
3,21,159,168,152,175,0.8685714285714285
3,22,159,156,144,171,0.8421052631578947
3,23,159,173,152,180,0.8444444444444444
3,24,159,160,144,175,0.8228571428571428
3,25,159,174,150,183,0.819672131147541
3,26,159,161,139,181,0.7679558011049724
3,27,159,164,146,177,0.8248587570621468
3,28,159,164,146,177,0.8248587570621468
3,29,159,167,145,181,0.8011049723756906
3,30,159,165,145,179,0.8100558659217877
3,31,159,161,152,168,0.9047619047619048
3,32,159,156,143,172,0.8313953488372093
3,33,159,179,153,185,0.827027027027027
3,34,159,161,147,173,0.8497109826589595
3,35,159,171,149,181,0.8232044198895028
3,36,159,179,152,186,0.8172043010752689
3,37,159,159,145,173,0.838150289017341
3,38,159,158,142,175,0.8114285714285714
3,39,159,170,154,175,0.88
3,40,159,166,150,175,0.8571428571428571
3,41,159,170,149,180,0.8277777777777777
3,42,159,164,151,172,0.877906976744186
3,43,159,163,144,178,0.8089887640449438
3,44,159,157,146,170,0.8588235294117647
3,45,159,167,153,173,0.884393063583815
3,46,159,168,148,179,0.8268156424581006
3,47,159,175,156,178,0.8764044943820225
3,48,159,174,149,184,0.8097826086956522
3,49,159,161,144,176,0.8181818181818182
3,50,159,169,148,180,0.8222222222222222
4,5,168,166,148,186,0.7956989247311828
4,6,168,167,159,176,0.9034090909090909
4,7,168,159,145,182,0.7967032967032966
4,8,168,173,155,186,0.8333333333333334
4,9,168,158,150,176,0.8522727272727273
4,10,168,169,159,178,0.8932584269662921
4,11,168,173,161,180,0.8944444444444445
4,12,168,162,157,173,0.9075144508670521
4,13,168,165,154,179,0.8603351955307262
4,14,168,163,161,170,0.9470588235294117
4,15,168,163,156,175,0.8914285714285715
4,16,168,169,153,184,0.8315217391304348
4,17,168,173,165,176,0.9375
4,18,168,169,160,177,0.903954802259887
4,19,168,165,162,171,0.9473684210526315
4,20,168,167,158,177,0.8926553672316384
4,21,168,168,162,174,0.9310344827586207
4,22,168,156,150,174,0.8620689655172413
4,23,168,173,158,183,0.8633879781420765
4,24,168,160,150,178,0.8426966292134831
4,25,168,174,165,177,0.9322033898305084
4,26,168,161,151,178,0.848314606741573
4,27,168,164,156,176,0.8863636363636364
4,28,168,164,157,175,0.8971428571428571
4,29,168,167,153,182,0.8406593406593407
4,30,168,165,152,181,0.8397790055248618
4,31,168,161,152,177,0.8587570621468926
4,32,168,156,150,174,0.8620689655172413
4,33,168,179,160,187,0.8556149732620321
4,34,168,161,153,176,0.8693181818181818
4,35,168,171,161,178,0.9044943820224719
4,36,168,179,160,187,0.8556149732620321
4,37,168,159,153,174,0.8793103448275862
4,38,168,158,153,173,0.884393063583815
4,39,168,170,158,180,0.8777777777777778
4,40,168,166,158,176,0.8977272727272727
4,41,168,170,162,176,0.9204545454545454
4,42,168,164,151,181,0.8342541436464088
4,43,168,163,158,173,0.9132947976878613
4,44,168,157,145,180,0.8055555555555556
4,45,168,167,159,176,0.9034090909090909
4,46,168,168,160,176,0.9090909090909091
4,47,168,175,160,183,0.8743169398907104
4,48,168,174,164,178,0.9213483146067416
4,49,168,161,150,179,0.8379888268156425
4,50,168,169,157,180,0.8722222222222222
5,6,166,167,145,188,0.7712765957446809
5,7,166,159,146,179,0.8156424581005587
5,8,166,173,156,183,0.8524590163934426
5,9,166,158,138,186,0.7419354838709677
5,10,166,169,149,186,0.8010752688172043
5,11,166,173,153,186,0.8225806451612904
5,12,166,162,149,179,0.8324022346368715
5,13,166,165,149,182,0.8186813186813187
5,14,166,163,149,180,0.8277777777777777
5,15,166,163,148,181,0.8176795580110497
5,16,166,169,156,179,0.8715083798882681
5,17,166,173,150,189,0.7936507936507936
5,18,166,169,154,181,0.850828729281768
5,19,166,165,146,185,0.7891891891891892
5,20,166,167,147,186,0.7903225806451613
5,21,166,168,149,185,0.8054054054054054
5,22,166,156,145,177,0.8192090395480226
5,23,166,173,150,189,0.7936507936507936
5,24,166,160,144,182,0.7912087912087912
5,25,166,174,155,185,0.8378378378378378
5,26,166,161,141,186,0.7580645161290323
5,27,166,164,147,183,0.8032786885245902
5,28,166,164,145,185,0.7837837837837838
5,29,166,167,152,181,0.8397790055248618
5,30,166,165,147,184,0.7989130434782609
5,31,166,161,152,175,0.8685714285714285
5,32,166,156,142,180,0.7888888888888889
5,33,166,179,155,190,0.8157894736842105
5,34,166,161,148,179,0.8268156424581006
5,35,166,171,155,182,0.8516483516483516
5,36,166,179,156,189,0.8253968253968254
5,37,166,159,140,185,0.7567567567567568
5,38,166,158,148,176,0.8409090909090909
5,39,166,170,157,179,0.8770949720670391
5,40,166,166,147,185,0.7945945945945946
5,41,166,170,153,183,0.8360655737704918
5,42,166,164,151,179,0.8435754189944135
5,43,166,163,149,180,0.8277777777777777
5,44,166,157,144,179,0.8044692737430168
5,45,166,167,151,182,0.8296703296703297
5,46,166,168,150,184,0.8152173913043478
5,47,166,175,160,181,0.8839779005524862
5,48,166,174,152,188,0.8085106382978723
5,49,166,161,146,181,0.8066298342541437
5,50,166,169,148,187,0.7914438502673797
6,7,167,159,149,177,0.8418079096045198
6,8,167,173,158,182,0.8681318681318682
6,9,167,158,147,178,0.8258426966292135
6,10,167,169,158,178,0.8876404494382022
6,11,167,173,160,180,0.8888888888888888
6,12,167,162,152,177,0.8587570621468926
6,13,167,165,150,182,0.8241758241758241
6,14,167,163,155,175,0.8857142857142857
6,15,167,163,155,175,0.8857142857142857
6,16,167,169,151,185,0.8162162162162162
6,17,167,173,166,174,0.9540229885057471
6,18,167,169,157,179,0.8770949720670391
6,19,167,165,154,178,0.8651685393258427
6,20,167,167,157,177,0.8870056497175142
6,21,167,168,158,177,0.8926553672316384
6,22,167,156,154,169,0.9112426035502958
6,23,167,173,163,177,0.9209039548022598
6,24,167,160,144,183,0.7868852459016393
6,25,167,174,163,178,0.9157303370786517
6,26,167,161,150,178,0.8426966292134831
6,27,167,164,160,171,0.935672514619883
6,28,167,164,152,179,0.8491620111731844
6,29,167,167,152,182,0.8351648351648352
6,30,167,165,153,179,0.8547486033519553
6,31,167,161,148,180,0.8222222222222222
6,32,167,156,152,171,0.8888888888888888
6,33,167,179,164,182,0.9010989010989011
6,34,167,161,147,181,0.8121546961325967
6,35,167,171,159,179,0.888268156424581
6,36,167,179,160,186,0.8602150537634409
6,37,167,159,154,172,0.8953488372093024
6,38,167,158,152,173,0.8786127167630058
6,39,167,170,155,182,0.8516483516483516
6,40,167,166,160,173,0.9248554913294798
6,41,167,170,159,178,0.8932584269662921
6,42,167,164,150,181,0.8287292817679558
6,43,167,163,158,172,0.9186046511627907
6,44,167,157,147,177,0.8305084745762712
6,45,167,167,155,179,0.8659217877094972
6,46,167,168,158,177,0.8926553672316384
6,47,167,175,159,183,0.8688524590163934
6,48,167,174,163,178,0.9157303370786517
6,49,167,161,150,178,0.8426966292134831
6,50,167,169,159,177,0.8983050847457628
7,8,159,173,149,183,0.8142076502732241
7,9,159,158,141,176,0.8011363636363636
7,10,159,169,142,186,0.7634408602150538
7,11,159,173,146,186,0.7849462365591398
7,12,159,162,144,177,0.8135593220338984
7,13,159,165,139,185,0.7513513513513513
7,14,159,163,143,179,0.7988826815642458
7,15,159,163,146,176,0.8295454545454546
7,16,159,169,149,179,0.8324022346368715
7,17,159,173,151,181,0.8342541436464088
7,18,159,169,143,185,0.772972972972973
7,19,159,165,142,182,0.7802197802197802
7,20,159,167,148,178,0.8314606741573034
7,21,159,168,146,181,0.8066298342541437
7,22,159,156,146,169,0.863905325443787
7,23,159,173,151,181,0.8342541436464088
7,24,159,160,141,178,0.7921348314606742
7,25,159,174,147,186,0.7903225806451613
7,26,159,161,144,176,0.8181818181818182
7,27,159,164,147,176,0.8352272727272727
7,28,159,164,140,183,0.7650273224043715
7,29,159,167,150,176,0.8522727272727273
7,30,159,165,146,178,0.8202247191011236
7,31,159,161,149,171,0.8713450292397661
7,32,159,156,140,175,0.8
7,33,159,179,152,186,0.8172043010752689
7,34,159,161,141,179,0.7877094972067039
7,35,159,171,149,181,0.8232044198895028
7,36,159,179,149,189,0.7883597883597884
7,37,159,159,140,178,0.7865168539325843
7,38,159,158,145,172,0.8430232558139535
7,39,159,170,150,179,0.8379888268156425
7,40,159,166,144,181,0.7955801104972375
7,41,159,170,148,181,0.8176795580110497
7,42,159,164,151,172,0.877906976744186
7,43,159,163,142,180,0.7888888888888889
7,44,159,157,142,174,0.8160919540229885
7,45,159,167,148,178,0.8314606741573034
7,46,159,168,150,177,0.847457627118644
7,47,159,175,153,181,0.8453038674033149
7,48,159,174,147,186,0.7903225806451613
7,49,159,161,145,175,0.8285714285714286
7,50,159,169,145,183,0.7923497267759563
8,9,173,158,146,185,0.7891891891891892
8,10,173,169,157,185,0.8486486486486486
8,11,173,173,160,186,0.8602150537634409
8,12,173,162,150,185,0.8108108108108109
8,13,173,165,150,188,0.7978723404255319
8,14,173,163,150,186,0.8064516129032258
8,15,173,163,153,183,0.8360655737704918
8,16,173,169,151,191,0.7905759162303665
8,17,173,173,162,184,0.8804347826086957
8,18,173,169,156,186,0.8387096774193549
8,19,173,165,153,185,0.827027027027027
8,20,173,167,158,182,0.8681318681318682
8,21,173,168,155,186,0.8333333333333334
8,22,173,156,149,180,0.8277777777777777
8,23,173,173,160,186,0.8602150537634409
8,24,173,160,141,192,0.734375
8,25,173,174,161,186,0.8655913978494624
8,26,173,161,149,185,0.8054054054054054
8,27,173,164,153,184,0.8315217391304348
8,28,173,164,152,185,0.8216216216216217
8,29,173,167,153,187,0.8181818181818182
8,30,173,165,154,184,0.8369565217391305
8,31,173,161,147,187,0.786096256684492
8,32,173,156,146,183,0.7978142076502732
8,33,173,179,165,187,0.8823529411764706
8,34,173,161,152,182,0.8351648351648352
8,35,173,171,154,190,0.8105263157894737
8,36,173,179,162,190,0.8526315789473684
8,37,173,159,147,185,0.7945945945945946
8,38,173,158,150,181,0.8287292817679558
8,39,173,170,157,186,0.8440860215053764
8,40,173,166,156,183,0.8524590163934426
8,41,173,170,156,187,0.8342245989304813
8,42,173,164,147,190,0.7736842105263158
8,43,173,163,157,179,0.8770949720670391
8,44,173,157,147,183,0.8032786885245902
8,45,173,167,154,186,0.8279569892473119
8,46,173,168,153,188,0.8138297872340425
8,47,173,175,159,189,0.8412698412698413
8,48,173,174,160,187,0.8556149732620321
8,49,173,161,151,183,0.825136612021858
8,50,173,169,157,185,0.8486486486486486
9,10,158,169,147,180,0.8166666666666667
9,11,158,173,146,185,0.7891891891891892
9,12,158,162,144,176,0.8181818181818182
9,13,158,165,144,179,0.8044692737430168
9,14,158,163,147,174,0.8448275862068966
9,15,158,163,143,178,0.8033707865168539
9,16,158,169,138,189,0.7301587301587301
9,17,158,173,150,181,0.8287292817679558
9,18,158,169,146,181,0.8066298342541437
9,19,158,165,145,178,0.8146067415730337
9,20,158,167,146,179,0.8156424581005587
9,21,158,168,153,173,0.884393063583815
9,22,158,156,141,173,0.815028901734104
9,23,158,173,149,182,0.8186813186813187
9,24,158,160,145,173,0.838150289017341
9,25,158,174,151,181,0.8342541436464088
9,26,158,161,139,180,0.7722222222222223
9,27,158,164,147,175,0.84
9,28,158,164,145,177,0.8192090395480226
9,29,158,167,140,185,0.7567567567567568
9,30,158,165,142,181,0.7845303867403315
9,31,158,161,143,176,0.8125
9,32,158,156,143,171,0.8362573099415205
9,33,158,179,148,189,0.783068783068783
9,34,158,161,143,176,0.8125
9,35,158,171,144,185,0.7783783783783784
9,36,158,179,147,190,0.7736842105263158
9,37,158,159,142,175,0.8114285714285714
9,38,158,158,141,175,0.8057142857142857
9,39,158,170,144,184,0.782608695652174
9,40,158,166,146,178,0.8202247191011236
9,41,158,170,148,180,0.8222222222222222
9,42,158,164,145,177,0.8192090395480226
9,43,158,163,143,178,0.8033707865168539
9,44,158,157,138,177,0.7796610169491526
9,45,158,167,144,181,0.7955801104972375
9,46,158,168,145,181,0.8011049723756906
9,47,158,175,152,181,0.8397790055248618
9,48,158,174,151,181,0.8342541436464088
9,49,158,161,140,179,0.7821229050279329
9,50,158,169,149,178,0.8370786516853933
10,11,169,173,161,181,0.8895027624309392
10,12,169,162,151,180,0.8388888888888889
10,13,169,165,155,179,0.8659217877094972
10,14,169,163,154,178,0.8651685393258427
10,15,169,163,158,174,0.9080459770114943
10,16,169,169,154,184,0.8369565217391305
10,17,169,173,163,179,0.9106145251396648
10,18,169,169,161,177,0.9096045197740112
10,19,169,165,155,179,0.8659217877094972
10,20,169,167,154,182,0.8461538461538461
10,21,169,168,155,182,0.8516483516483516
10,22,169,156,150,175,0.8571428571428571
10,23,169,173,160,182,0.8791208791208791
10,24,169,160,144,185,0.7783783783783784
10,25,169,174,163,180,0.9055555555555556
10,26,169,161,151,179,0.8435754189944135
10,27,169,164,156,177,0.8813559322033898
10,28,169,164,156,177,0.8813559322033898
10,29,169,167,150,186,0.8064516129032258
10,30,169,165,152,182,0.8351648351648352
10,31,169,161,147,183,0.8032786885245902
10,32,169,156,148,177,0.8361581920903954
10,33,169,179,164,184,0.8913043478260869
10,34,169,161,148,182,0.8131868131868132
10,35,169,171,159,181,0.8784530386740331
10,36,169,179,161,187,0.8609625668449198
10,37,169,159,150,178,0.8426966292134831
10,38,169,158,153,174,0.8793103448275862
10,39,169,170,159,180,0.8833333333333333
10,40,169,166,158,177,0.8926553672316384
10,41,169,170,160,179,0.8938547486033519
10,42,169,164,151,182,0.8296703296703297
10,43,169,163,157,175,0.8971428571428571
10,44,169,157,148,178,0.8314606741573034
10,45,169,167,156,180,0.8666666666666667
10,46,169,168,156,181,0.861878453038674
10,47,169,175,159,185,0.8594594594594595
10,48,169,174,163,180,0.9055555555555556
10,49,169,161,148,182,0.8131868131868132
10,50,169,169,160,178,0.898876404494382
11,12,173,162,153,182,0.8406593406593407
11,13,173,165,157,181,0.8674033149171271
11,14,173,163,157,179,0.8770949720670391
11,15,173,163,158,178,0.8876404494382022
11,16,173,169,155,187,0.8288770053475936
11,17,173,173,165,181,0.9116022099447514
11,18,173,169,164,178,0.9213483146067416
11,19,173,165,158,180,0.8777777777777778
11,20,173,167,156,184,0.8478260869565217
11,21,173,168,156,185,0.8432432432432433
11,22,173,156,150,179,0.8379888268156425
11,23,173,173,161,185,0.8702702702702703
11,24,173,160,146,187,0.7807486631016043
11,25,173,174,164,183,0.8961748633879781
11,26,173,161,149,185,0.8054054054054054
11,27,173,164,154,183,0.8415300546448088
11,28,173,164,158,179,0.88268156424581
11,29,173,167,155,185,0.8378378378378378
11,30,173,165,156,182,0.8571428571428571
11,31,173,161,150,184,0.8152173913043478
11,32,173,156,148,181,0.8176795580110497
11,33,173,179,166,186,0.8924731182795699
11,34,173,161,152,182,0.8351648351648352
11,35,173,171,160,184,0.8695652173913043
11,36,173,179,165,187,0.8823529411764706
11,37,173,159,155,177,0.8757062146892656
11,38,173,158,153,178,0.8595505617977528
11,39,173,170,161,182,0.8846153846153846
11,40,173,166,159,180,0.8833333333333333
11,41,173,170,161,182,0.8846153846153846
11,42,173,164,151,186,0.8118279569892473
11,43,173,163,157,179,0.8770949720670391
11,44,173,157,150,180,0.8333333333333334
11,45,173,167,162,178,0.9101123595505618
11,46,173,168,162,179,0.9050279329608939
11,47,173,175,162,186,0.8709677419354839
11,48,173,174,162,185,0.8756756756756757
11,49,173,161,156,178,0.8764044943820225
11,50,173,169,158,184,0.8586956521739131
12,13,162,165,151,176,0.8579545454545454
12,14,162,163,158,167,0.9461077844311377
12,15,162,163,150,175,0.8571428571428571
12,16,162,169,151,180,0.8388888888888889
12,17,162,173,155,180,0.8611111111111112
12,18,162,169,155,176,0.8806818181818182
12,19,162,165,153,174,0.8793103448275862
12,20,162,167,151,178,0.848314606741573
12,21,162,168,155,175,0.8857142857142857
12,22,162,156,147,171,0.8596491228070176
12,23,162,173,153,182,0.8406593406593407
12,24,162,160,147,175,0.84
12,25,162,174,157,179,0.8770949720670391
12,26,162,161,141,182,0.7747252747252747
12,27,162,164,150,176,0.8522727272727273
12,28,162,164,149,177,0.8418079096045198
12,29,162,167,150,179,0.8379888268156425
12,30,162,165,143,184,0.7771739130434783
12,31,162,161,150,173,0.8670520231213873
12,32,162,156,147,171,0.8596491228070176
12,33,162,179,155,186,0.8333333333333334
12,34,162,161,150,173,0.8670520231213873
12,35,162,171,154,179,0.8603351955307262
12,36,162,179,154,187,0.8235294117647058
12,37,162,159,145,176,0.8238636363636364
12,38,162,158,149,171,0.8713450292397661
12,39,162,170,158,174,0.9080459770114943
12,40,162,166,151,177,0.8531073446327684
12,41,162,170,154,178,0.8651685393258427
12,42,162,164,152,174,0.8735632183908046
12,43,162,163,153,172,0.8895348837209303
12,44,162,157,142,177,0.8022598870056498
12,45,162,167,155,174,0.8908045977011494
12,46,162,168,154,176,0.875
12,47,162,175,157,180,0.8722222222222222
12,48,162,174,156,180,0.8666666666666667
12,49,162,161,147,176,0.8352272727272727
12,50,162,169,150,181,0.8287292817679558
13,14,165,163,155,173,0.8959537572254336
13,15,165,163,152,176,0.8636363636363636
13,16,165,169,152,182,0.8351648351648352
13,17,165,173,155,183,0.8469945355191257
13,18,165,169,158,176,0.8977272727272727
13,19,165,165,151,179,0.8435754189944135
13,20,165,167,150,182,0.8241758241758241
13,21,165,168,151,182,0.8296703296703297
13,22,165,156,146,175,0.8342857142857143
13,23,165,173,153,185,0.827027027027027
13,24,165,160,143,182,0.7857142857142857
13,25,165,174,158,181,0.8729281767955801
13,26,165,161,144,182,0.7912087912087912
13,27,165,164,148,181,0.8176795580110497
13,28,165,164,148,181,0.8176795580110497
13,29,165,167,152,180,0.8444444444444444
13,30,165,165,145,185,0.7837837837837838
13,31,165,161,147,179,0.8212290502793296
13,32,165,156,145,176,0.8238636363636364
13,33,165,179,157,187,0.839572192513369
13,34,165,161,149,177,0.8418079096045198
13,35,165,171,153,183,0.8360655737704918
13,36,165,179,156,188,0.8297872340425532
13,37,165,159,144,180,0.8
13,38,165,158,149,174,0.8563218390804598
13,39,165,170,157,178,0.8820224719101124
13,40,165,166,152,179,0.8491620111731844
13,41,165,170,154,181,0.850828729281768
13,42,165,164,150,179,0.8379888268156425
13,43,165,163,150,178,0.8426966292134831
13,44,165,157,142,180,0.7888888888888889
13,45,165,167,155,177,0.8757062146892656
13,46,165,168,153,180,0.85
13,47,165,175,158,182,0.8681318681318682
13,48,165,174,156,183,0.8524590163934426
13,49,165,161,148,178,0.8314606741573034
13,50,165,169,152,182,0.8351648351648352
14,15,163,163,153,173,0.884393063583815
14,16,163,169,154,178,0.8651685393258427
14,17,163,173,159,177,0.8983050847457628
14,18,163,169,159,173,0.9190751445086706
14,19,163,165,156,172,0.9069767441860465
14,20,163,167,154,176,0.875
14,21,163,168,158,173,0.9132947976878613
14,22,163,156,149,170,0.8764705882352941
14,23,163,173,154,182,0.8461538461538461
14,24,163,160,149,174,0.8563218390804598
14,25,163,174,162,175,0.9257142857142857
14,26,163,161,144,180,0.8
14,27,163,164,153,174,0.8793103448275862
14,28,163,164,152,175,0.8685714285714285
14,29,163,167,153,177,0.864406779661017
14,30,163,165,147,181,0.8121546961325967
14,31,163,161,151,173,0.8728323699421965
14,32,163,156,147,172,0.8546511627906976
14,33,163,179,156,186,0.8387096774193549
14,34,163,161,153,171,0.8947368421052632
14,35,163,171,157,177,0.8870056497175142
14,36,163,179,156,186,0.8387096774193549
14,37,163,159,148,174,0.8505747126436781
14,38,163,158,152,169,0.8994082840236687
14,39,163,170,158,175,0.9028571428571428
14,40,163,166,154,175,0.88
14,41,163,170,157,176,0.8920454545454546
14,42,163,164,152,175,0.8685714285714285
14,43,163,163,153,173,0.884393063583815
14,44,163,157,144,176,0.8181818181818182
14,45,163,167,158,172,0.9186046511627907
14,46,163,168,157,174,0.9022988505747126
14,47,163,175,159,179,0.888268156424581
14,48,163,174,160,177,0.903954802259887
14,49,163,161,150,174,0.8620689655172413
14,50,163,169,153,179,0.8547486033519553
15,16,163,169,154,178,0.8651685393258427
15,17,163,173,159,177,0.8983050847457628
15,18,163,169,158,174,0.9080459770114943
15,19,163,165,153,175,0.8742857142857143
15,20,163,167,154,176,0.875
15,21,163,168,153,178,0.8595505617977528
15,22,163,156,152,167,0.9101796407185628
15,23,163,173,159,177,0.8983050847457628
15,24,163,160,141,182,0.7747252747252747
15,25,163,174,157,180,0.8722222222222222
15,26,163,161,149,175,0.8514285714285714
15,27,163,164,154,173,0.8901734104046243
15,28,163,164,155,172,0.9011627906976745
15,29,163,167,151,179,0.8435754189944135
15,30,163,165,151,177,0.8531073446327684
15,31,163,161,150,174,0.8620689655172413
15,32,163,156,146,173,0.8439306358381503
15,33,163,179,158,184,0.8586956521739131
15,34,163,161,148,176,0.8409090909090909
15,35,163,171,156,178,0.8764044943820225
15,36,163,179,157,185,0.8486486486486486
15,37,163,159,146,176,0.8295454545454546
15,38,163,158,151,170,0.888235294117647
15,39,163,170,157,176,0.8920454545454546
15,40,163,166,155,174,0.8908045977011494
15,41,163,170,158,175,0.9028571428571428
15,42,163,164,150,177,0.847457627118644
15,43,163,163,154,172,0.8953488372093024
15,44,163,157,147,173,0.8497109826589595
15,45,163,167,158,172,0.9186046511627907
15,46,163,168,158,173,0.9132947976878613
15,47,163,175,158,180,0.8777777777777778
15,48,163,174,158,179,0.88268156424581
15,49,163,161,145,179,0.8100558659217877
15,50,163,169,154,178,0.8651685393258427
16,17,169,173,155,187,0.8288770053475936
16,18,169,169,158,180,0.8777777777777778
16,19,169,165,149,185,0.8054054054054054
16,20,169,167,148,188,0.7872340425531915
16,21,169,168,151,186,0.8118279569892473
16,22,169,156,151,174,0.867816091954023
16,23,169,173,157,185,0.8486486486486486
16,24,169,160,148,181,0.8176795580110497
16,25,169,174,157,186,0.8440860215053764
16,26,169,161,150,180,0.8333333333333334
16,27,169,164,152,181,0.8397790055248618
16,28,169,164,150,183,0.819672131147541
16,29,169,167,157,179,0.8770949720670391
16,30,169,165,149,185,0.8054054054054054
16,31,169,161,154,176,0.875
16,32,169,156,146,179,0.8156424581005587
16,33,169,179,158,190,0.8315789473684211
16,34,169,161,150,180,0.8333333333333334
16,35,169,171,161,179,0.8994413407821229
16,36,169,179,157,191,0.8219895287958116
16,37,169,159,144,184,0.782608695652174
16,38,169,158,152,175,0.8685714285714285
16,39,169,170,161,178,0.9044943820224719
16,40,169,166,151,184,0.8206521739130435
16,41,169,170,156,183,0.8524590163934426
16,42,169,164,155,178,0.8707865168539326
16,43,169,163,148,184,0.8043478260869565
16,44,169,157,148,178,0.8314606741573034
16,45,169,167,156,180,0.8666666666666667
16,46,169,168,157,180,0.8722222222222222
16,47,169,175,160,184,0.8695652173913043
16,48,169,174,155,188,0.824468085106383
16,49,169,161,150,180,0.8333333333333334
16,50,169,169,151,187,0.8074866310160428
17,18,173,169,162,180,0.9
17,19,173,165,159,179,0.888268156424581
17,20,173,167,161,179,0.8994413407821229
17,21,173,168,160,181,0.8839779005524862
17,22,173,156,155,174,0.8908045977011494
17,23,173,173,164,182,0.9010989010989011
