gene,cluster_id
MTRF1L,27
MTSS1,101
MTURN,6
MTUS1,88
MTUS2,37
MTX1,48
MUC6,3
MUL1,27
MUSK,41
MYBBP1A,66
MYCN,41
MYG1,104
MYH14,110
MYO5C,55
MYO7A,145
MYOG,113
MYOT,118
MYOZ1,22
MYT1,140
N4BP3,122
NAALADL1,33
NACAD,75
NAXD,11
NBEA,37
NBEAL1,128
NCAM1,135
NCAPG,142
NCBP2,136
NCF4,116
NCOA4,11
NDP,80
NDST3,71
NDST4,101
NDUFAF3,107
NDUFAF5,107
NEBL,77
NECTIN3,91
NEDD4L,138
NEFL,93
NEFM,131
NEIL3,143
NEK1,29
NEK2,135
NEK6,50
NEO1,64
NEU3,15
NEUROD2,-1
NEXMIF,90
NFATC4,79
NFKBIA,98
NHERF4,14
NHLH2,92
NIN,74
NKX2-2,53
NKX6-1,145
NLK,121
NLN,12
NLRP1,71
NME9,6
NMNAT2,7
NNAT,144
NOC4L,98
NOD1,33
NOL4,55
NOP53,28
NOSIP,81
NOX3,75
NPAS3,14
NPHP4,21
NPHS1,100
NPM1,55
NPPA,135
NPR2,107
NPR3,14
NR0B1,62
NR1H2,135
NRBP1,107
NRCAM,63
NRGN,92
NRP2,69
NSMAF,137
NT5E,76
NT5M,93
NTAQ1,37
NTNG1,14
NUCB2,112
NUDT13,114
NUDT7,48
NUP50,102
NUP85,102
NUTF2,38
NXF2B,126
OCA2,144
ODAD2,142
ODC1,121
OGN,114
OLAH,107
OPLAH,22
OPRD1,140
OR10C1,135
OR1D2,65
OR1E2,38
OR2H1,82
OR3A1,142
OR5I1,76
OR7A10,50
OR7A5,123
OSBP,90
OSBPL7,116
OSGEP,123
OSR2,56
OTULINL,86
P2RX6,135
PA2G4,71
PABPC4,71
PACSIN3,34
PAICS,121
PALS2,77
PAM,96
PANK3,77
PAPPA2,75
PAQR8,29
PARP12,43
PAX6,135
PBXIP1,116
PC,107
PCDH1,42
PCDH10,117
PCDH20,70
PCDH9,49
PCK1,133
PCLO,25
PCMT1,10
PCNX2,14
PCOLCE2,132
PCSK1,51
PCYOX1,31
PDAP1,138
PDCD1,145
PDCD11,19
PDE10A,23
PDE1B,74
PDE4DIP,91
PDE6B,107
PDE7B,47
PDGFRA,135
PDLIM4,78
PDPN,23
PDX1,58
PEBP1,88
PEG10,131
PEX11B,91
PEX19,31
PEX2,53
PFKFB2,121
PFKFB4,58
PFN2,53
PGD,112
PGLYRP1,0
PGM3,136
PGRMC1,36
PHACTR2,11
PHB2,95
PHLDA2,28
PHTF2,112
PI15,42
PI3,119
PIAS1,10
PID1,121
PIERCE1,71
PIEZO1,144
PIGA,70
PIGC,88
PIGL,27
PIGP,129
PIMREG,22
PIP4K2A,88
PLA1A,87
PLA2G15,-1
PLA2G1B,15
PLA2G4A,101
PLA2G6,22
PLAGL1,36
PLAUR,132
PLCB1,18
PLCB4,11
PLEKHA4,71
PLEKHA6,132
PLEKHB2,26
PLEKHF1,16
PLEKHG3,71
PLEKHH3,23
PLSCR2,75
PLXDC1,59
PMEL,141
PMEPA1,117
PNMA2,51
PNOC,135
POLDIP3,107
POLE3,57
POLI,55
POLQ,132
POLR3C,138
POP7,105
POTEF,50
POU2F1,83
PPFIA2,130
PPFIBP1,42
PPIA,88
PPID,11
PPIL1,1
PPM1E,85
PPM1G,107
PPM1H,64
PPM1K,91
PPP1CA,82
PPP1R13L,15
PPP1R14B,74
PPP1R14C,10
PPP1R17,43
PPP1R1A,85
PPP2CB,61
PPP3CB,37
PQBP1,35
PRCP,120
PRDX3,51
PRELP,69
PRKAR1A,52
PRKAR1B,6
PRKAR2A,12
PRKCH,37
PRL,80
PRMT1,95
PRODH2,78
PROX1,143
PRPS1,77
PRPSAP2,85
PRR11,97
PRRX1,33
PRSS1,50
PRSS2,15
PRSS22,43
PRSS3,118
PSD3,18
PSG2,135
PSG6,135
PSMB3,105
PSMC4,131
PSMD11,121
PSMD14,96
PSMD6,112
PSMD7,136
PSME3,105
PTEN,90
PTGDS,69
PTGER2,50
PTGES,46
PTGS2,89
PTMA,58
PTP4A1,121
PTPN3,36
PTPRC,47
PTPRJ,107
PTPRN2,40
PTRH1,28
PTS,-1
PUS7,95
PXDC1,71
PYGO1,142
PYROXD2,5
PZP,80
QKI,74
QTRT2,105
RAB1A,112
RAB29,55
RAB3A,59
RAB3B,90
RAB5A,26
RAC1,66
RAD21,55
RAD23B,55
RAF1,82
RAN,55
RANBP1,121
RAP1GAP2,44
RAP2C,17
RARA,68
RARB,135
RARRES1,15
RASA3,80
RASD2,8
RASGRF1,121
RASGRP1,61
RASSF3,2
RBMY1J,88
RBP4,112
RCAN2,87
RCBTB1,63
RCBTB2,90
RCC1,119
RCE1,28
RCOR1,25
RDH11,63
RECK,143
RECQL5,21
REEP2,94
REG4,16
RELB,80
RENBP,116
REPS1,142
RGS12,71
RGS19,9
RGS6,74
RHAG,59
RHOBTB3,39
RHOD,0
RHOG,20
RHOH,141
RHOT1,11
RIDA,44
RIMBP2,84
RIN2,7
RIPOR1,125
RIPOR2,98
RIPPLY3,56
RIT2,135
RLIG1,124
RMDN1,64
RNF130,89
RNF24,46
RNF4,105
RNF6,36
RNGTT,114
ROM1,74
RORC,59
ROS1,60
RPH3A,72
RPL18,102
RPL3,44
RPL31,32
RPL8,82
RPS19,114
RPS5,56
RPS6KA4,74
RPS6KC1,84
RRAGD,36
RRAS2,55
RRP12,50
RRP15,57
RRP1B,20
RRS1,97
RSL1D1,131
RTCB,91
RTN1,96
RUBCNL,69
RUFY3,142
RUNX1T1,122
RUNX2,76
RWDD1,103
RWDD2A,84
RXRG,107
RYK,83
S100A14,92
S100A6,50
SACK1E,81
SAMD4A,35
SAMSN1,3
SARDH,50
SASH1,125
SCAMP1,11
SCARB2,45
SCD,62
SCD5,121
SCG3,55
SCGN,53
SCIN,101
SCRT1,73
SDHC,103
SDS,125
SEBOX,74
SEC14L3,49
SEC14L4,116
SEC24B,90
SEC24D,39
SEC61B,104
SEH1L,131
SELENOS,1
SEMA3C,126
SEMA5A,35
SEMA7A,140
SEMG1,145
SEPHS1,95
SEPTIN3,31
SEPTIN9,42
SERHL2,141
SERPINA7,130
SERPINB1,127
SERPINI1,137
SERTAD3,28
SESN1,136
SET,144
SETD1A,65
SETD3,64
SETSIP,1
SFRP1,19
SGCA,-1
SH2D1A,98
SH2D1B,44
SH2D2A,68
SH2D4A,34
SH3BGRL,4
SH3BP2,8
SH3GL2,4
SHARPIN,13
SHC3,60
SHMT1,14
SHOC2,77
SIM1,55
SIM2,66
SIPA1L2,31
SIRPA,97
SIRT6,135
SIX1,110
SKI,68
SLAMF7,80
SLC11A2,11
SLC17A5,63
SLC17A7,33
SLC17A9,93
SLC18A2,24
SLC1A2,107
SLC22A3,115
SLC24A3,14
SLC25A11,131
SLC25A36,26
SLC25A42,94
SLC25A5,121
SLC29A2,134
SLC29A3,33
SLC2A14,33
SLC2A2,36
SLC30A1,136
SLC30A3,60
SLC30A8,44
SLC30A9,91
SLC34A2,74
SLC35E1,15
SLC38A1,103
SLC39A14,55
SLC39A8,64
SLC4A10,102
SLC4A8,121
SLC5A6,19
SLC66A3,-1
SLC6A14,130
SLC6A20,16
SLC6A8,106
SLC6A9,99
SLC7A11,3
SLC7A7,71
SLC9C2,32
SLC9D1,44
SLIRP,55
SLIT1,94
SLIT2,76
SLPI,106
SMAD9,58
SMARCC2,74
SMIM2,-1
SMURF1,74
SNAP25,24
SNAP91,4
SNRNP27,25
SNRPA,110
SNRPB,89
SNRPB2,102
SNRPD3,56
SNURF,54
SNX7,70
SOCS3,46
SOCS6,36
SOD3,98
SORBS1,81
SORL1,44
SOSTDC1,55
SPART,65
SPCS2,87
SPHK2,130
SPIDR,141
SPSB1,15
SPSB3,3
SPTBN4,140
SQOR,131
SRD5A1,37
SRD5A2,41
SRP19,55
SRPRB,121
SS18L1,39
SSB,138
SSH3,14
SST,55
ST18,70
ST8SIA2,135
ST8SIA4,107
STAP1,108
STAT5A,71
STEAP4,79
STK17A,22
STMN3,83
STMN4,3
STOML2,121
STUM,59
STX11,135
STX18,104
STX3,26
STXBP1,4
STXBP4,10
SUN1,124
SVIL,81
SYBU,61
SYNPO2L,107
SYT13,141
SYT9,44
SYTL2,13
TAAR2,22
TACSTD2,92
TAF1B,108
TAOK1,14
TAOK2,49
TAS2R3,142
TAS2R9,110
TASP1,25
TAT,14
TBC1D12,124
TBC1D19,31
TBC1D22B,50
TBC1D4,44
TBX19,107
TCF7,34
TCN2,43
TDP2,70
TEAD4,42
TEC,141
TECR,140
TELO2,8
TESK2,74
TEX261,35
TFF1,74
TFG,120
TGDS,24
TGFB3,42
TGFBR2,136
TGFBR3,63
THAP3,71
THBS2,98
THRAP3,80
TIMM10,55
TIMM17A,57
TIMP2,59
TINAGL1,80
TIPIN,55
TJAP1,113
TLE6,76
TLK1,77
TLN1,119
TLR8,107
TM4SF1,92
TM4SF20,144
TMC7,2
TMED5,57
TMED6,4
TMEM135,30
TMEM165,96
TMEM212,34
TMEM243,55
TMEM33,96
TMEM37,87
TMEM38B,55
TMEM42,32
TMEM47,95
TMEM59L,75
TMOD1,55
TMPO,138
TMPRSS3,3
TMPRSS4,75
TMX1,121
TMX2,137
TNFRSF10B,3
TNFRSF10D,33
TNFRSF14,92
TNFRSF25,69
TNIP1,42
TNKS2,107
TNNI1,71
TNNT1,0
TNPO1,-1
TNS2,133
TNXB,23
TOM1L1,77
TOMM20,112
TOMM70,105
TOP2A,101
TOR1A,102
TOR1AIP1,96
TOX3,4
TP73,60
TPD52,39
TPPP,99
TPSAB1,126
TPX2,72
TRADD,78
TRAF1,102
TRAF3IP2,137
TRAM1,112
TRAM2,56
TRAPPC2B,5
TRAPPC9,99
TREM2,42
TREML2,142
TRIM37,84
TRIM9,7
TRIOBP,28
TRIP10,42
TRIP4,103
TRMO,24
TRUB2,20
TSC22D1,7
TSC22D4,14
TSHR,15
TSNAXIP1,114
TSPAN15,69
TSPAN4,38
TSPO,22
TSPYL5,52
TSR1,16
TTC33,129
TTF2,30
TTK,144
TUBB4B,114
TUBGCP2,44
TUBGCP5,32
TUSC3,55
TWIST1,125
TXN,107
TYRO3,23
TYROBP,67
UBE2D1,95
UBE3C,84
UBL3,77
UBQLN2,55
UBXN8,136
UCHL1,52
UFM1,137
UFSP2,26
UGGT2,24
UGT2B15,106
UIMC1,107
ULK4,107
UNC50,86
UPK3BL1,6
USF2,142
USP21,127
UTP11,35
UTP14A,127
UTS2,140
VANGL1,114
VCL,104
VDAC2,128
VGLL1,92
VIPR2,106
VIT,31
VLDLR,52
VN1R1,122
VPS33A,74
VPS37A,110
VPS4A,141
VPS53,111
VSIG1,5
VWA1,113
VWA3A,6
VWA5A,107
WASL,99
WDR1,35
WDR44,30
WDR62,14
WDR7,24
WDR73,107
WSCD2,144
WWC2,71
XKR8,27
XPO1,17
XRCC1,59
YBEY,44
YBX1,112
YIPF2,135
YLPM1,10
YWHAZ,129
ZBED4,27
ZBTB44,100
ZBTB7A,113
ZC2HC1C,59
ZCCHC10,64
ZCCHC8,120
ZCWPW1,114
ZDHHC17,55
ZEB2,49
ZFAND6,90
ZFP36L2,-1
ZFP90,6
ZFR,121
ZFR2,114
ZFTRAF1,22
ZGPAT,76
ZKSCAN3,99
ZMAT4,128
ZNF205,98
ZNF226,18
ZNF280A,45
ZNF280B,107
ZNF281,127
ZNF302,109
ZNF358,132
ZNF384,126
ZNF385D,123
ZNF444,3
ZNF446,14
ZNF451,109
ZNF480,28
ZNF496,28
ZNF503,50
ZNF518A,111
ZNF576,58
ZNF586,95
ZNF589,107
ZNF665,127
ZNF667,21
ZNF697,85
ZNF710,79
ZNF771,16
ZNF780B,119
ZNF81,107
ZRANB3,10
