gene,appearance_count,appearance_rate,stability_class,total_runs
MAML2,50,1.0000,iron-clad,50
MB,50,1.0000,iron-clad,50
NCAM1,50,1.0000,iron-clad,50
PDGFRL,50,1.0000,iron-clad,50
PEX11A,50,1.0000,iron-clad,50
AR,50,1.0000,iron-clad,50
ATOH8,50,1.0000,iron-clad,50
CAMK2N1,50,1.0000,iron-clad,50
CRIP2,50,1.0000,iron-clad,50
PELI2,50,1.0000,iron-clad,50
PHYHD1,50,1.0000,iron-clad,50
SSPN,50,1.0000,iron-clad,50
TRAM1L1,50,1.0000,iron-clad,50
ABCE1,50,1.0000,iron-clad,50
COPS5,50,1.0000,iron-clad,50
SEM1,50,1.0000,iron-clad,50
COA3,50,1.0000,iron-clad,50
EIF2S1,50,1.0000,iron-clad,50
GRWD1,50,1.0000,iron-clad,50
MRPL57,50,1.0000,iron-clad,50
POP4,50,1.0000,iron-clad,50
SKA2,50,1.0000,iron-clad,50
TUBB3,50,1.0000,iron-clad,50
ABCF1,50,1.0000,iron-clad,50
CDC123,50,1.0000,iron-clad,50
ERRFI1,50,1.0000,iron-clad,50
MRPL58,50,1.0000,iron-clad,50
PSMA1,50,1.0000,iron-clad,50
RAB10,50,1.0000,iron-clad,50
RNF6,50,1.0000,iron-clad,50
RPN2,50,1.0000,iron-clad,50
SLC35A4,50,1.0000,iron-clad,50
TAB3,50,1.0000,iron-clad,50
WASL,50,1.0000,iron-clad,50
WSB2,50,1.0000,iron-clad,50
FOXK1,50,1.0000,iron-clad,50
IL18BP,50,1.0000,iron-clad,50
PPP6R3,50,1.0000,iron-clad,50
SLC44A1,50,1.0000,iron-clad,50
YY1,50,1.0000,iron-clad,50
ABI2,50,1.0000,iron-clad,50
RRAGD,50,1.0000,iron-clad,50
SUGT1,50,1.0000,iron-clad,50
ZNF706,50,1.0000,iron-clad,50
ABCG1,50,1.0000,iron-clad,50
HTATIP2,50,1.0000,iron-clad,50
MRPL19,50,1.0000,iron-clad,50
NDFIP2,50,1.0000,iron-clad,50
RBM33,50,1.0000,iron-clad,50
STN1,50,1.0000,iron-clad,50
ABCG4,50,1.0000,iron-clad,50
CSRNP1,50,1.0000,iron-clad,50
DDX41,50,1.0000,iron-clad,50
IMPA2,50,1.0000,iron-clad,50
INTS13,50,1.0000,iron-clad,50
LILRA4,50,1.0000,iron-clad,50
RANGAP1,50,1.0000,iron-clad,50
SNX11,50,1.0000,iron-clad,50
WDR77,50,1.0000,iron-clad,50
CA6,50,1.0000,iron-clad,50
MYEOV,50,1.0000,iron-clad,50
SCGB1D2,50,1.0000,iron-clad,50
SCN7A,50,1.0000,iron-clad,50
TMEM116,50,1.0000,iron-clad,50
ARHGAP20,50,1.0000,iron-clad,50
DTNA,50,1.0000,iron-clad,50
NRXN3,50,1.0000,iron-clad,50
SYT17,50,1.0000,iron-clad,50
ANKRD13A,50,1.0000,iron-clad,50
CALCOCO2,50,1.0000,iron-clad,50
CDC42BPB,50,1.0000,iron-clad,50
DYNC1I2,50,1.0000,iron-clad,50
NCK1,50,1.0000,iron-clad,50
SPG21,50,1.0000,iron-clad,50
UBE2V2,50,1.0000,iron-clad,50
ADAT3,50,1.0000,iron-clad,50
CDC25A,50,1.0000,iron-clad,50
CHST1,50,1.0000,iron-clad,50
ELOVL7,50,1.0000,iron-clad,50
FKBPL,50,1.0000,iron-clad,50
NFE2L3,50,1.0000,iron-clad,50
NUSAP1,50,1.0000,iron-clad,50
TNFRSF21,50,1.0000,iron-clad,50
UBE2F,50,1.0000,iron-clad,50
CCNO,50,1.0000,iron-clad,50
CDC45,50,1.0000,iron-clad,50
ITGAL,50,1.0000,iron-clad,50
ITK,50,1.0000,iron-clad,50
KIF2A,50,1.0000,iron-clad,50
PLCXD1,50,1.0000,iron-clad,50
STX19,50,1.0000,iron-clad,50
TRIM62,50,1.0000,iron-clad,50
UNC93A,50,1.0000,iron-clad,50
ZIC2,50,1.0000,iron-clad,50
ZNF710,50,1.0000,iron-clad,50
BHLHE41,50,1.0000,iron-clad,50
EPCAM,50,1.0000,iron-clad,50
GATA6,50,1.0000,iron-clad,50
GPC6,50,1.0000,iron-clad,50
GREM2,50,1.0000,iron-clad,50
IGFBP6,50,1.0000,iron-clad,50
PLAAT3,50,1.0000,iron-clad,50
RAI2,50,1.0000,iron-clad,50
C9orf152,50,1.0000,iron-clad,50
FRMD3,50,1.0000,iron-clad,50
LRRN1,50,1.0000,iron-clad,50
PGM5,50,1.0000,iron-clad,50
PRR15L,50,1.0000,iron-clad,50
RERGL,50,1.0000,iron-clad,50
RHPN2,50,1.0000,iron-clad,50
CHP2,50,1.0000,iron-clad,50
DDIT4L,50,1.0000,iron-clad,50
NCALD,50,1.0000,iron-clad,50
SLC6A16,50,1.0000,iron-clad,50
WNT2B,50,1.0000,iron-clad,50
BAIAP3,50,1.0000,iron-clad,50
EDC3,50,1.0000,iron-clad,50
FIS1,50,1.0000,iron-clad,50
RLIM,50,1.0000,iron-clad,50
TRAFD1,50,1.0000,iron-clad,50
RBM7,50,1.0000,iron-clad,50
BATF3,50,1.0000,iron-clad,50
CDK1,50,1.0000,iron-clad,50
KRT17,50,1.0000,iron-clad,50
MYD88,50,1.0000,iron-clad,50
PACC1,50,1.0000,iron-clad,50
PMM2,50,1.0000,iron-clad,50
SLC66A1,50,1.0000,iron-clad,50
TOMM40,50,1.0000,iron-clad,50
CTBP1,50,1.0000,iron-clad,50
ERVW-1,50,1.0000,iron-clad,50
FAM149B1,50,1.0000,iron-clad,50
IMPACT,50,1.0000,iron-clad,50
POGLUT3,50,1.0000,iron-clad,50
PPHLN1,50,1.0000,iron-clad,50
RTF1,50,1.0000,iron-clad,50
SLC8A3,50,1.0000,iron-clad,50
TUG1,50,1.0000,iron-clad,50
UFM1,50,1.0000,iron-clad,50
ZMYM2,50,1.0000,iron-clad,50
RNF130,50,1.0000,iron-clad,50
SEMA5A,50,1.0000,iron-clad,50
WNT2,50,1.0000,iron-clad,50
ZSCAN21,50,1.0000,iron-clad,50
CHCHD7,50,1.0000,iron-clad,50
DENND4C,50,1.0000,iron-clad,50
PRKD2,50,1.0000,iron-clad,50
RAB8B,50,1.0000,iron-clad,50
STAM2,50,1.0000,iron-clad,50
TLE4,50,1.0000,iron-clad,50
TMEM219,50,1.0000,iron-clad,50
TMEM50B,50,1.0000,iron-clad,50
ZNF250,50,1.0000,iron-clad,50
ZNF358,50,1.0000,iron-clad,50
ZNF70,50,1.0000,iron-clad,50
AEBP1,50,1.0000,iron-clad,50
ANK2,50,1.0000,iron-clad,50
ELMO1,50,1.0000,iron-clad,50
EXPH5,50,1.0000,iron-clad,50
FGFBP3,50,1.0000,iron-clad,50
ITPR2,50,1.0000,iron-clad,50
KIAA0040,50,1.0000,iron-clad,50
RFTN2,50,1.0000,iron-clad,50
SLC16A5,50,1.0000,iron-clad,50
STXBP5,50,1.0000,iron-clad,50
TBC1D9,50,1.0000,iron-clad,50
ATP6V0E2,50,1.0000,iron-clad,50
CADM2,50,1.0000,iron-clad,50
CCN3,50,1.0000,iron-clad,50
KLHL31,50,1.0000,iron-clad,50
LIMS2,50,1.0000,iron-clad,50
MFAP2,50,1.0000,iron-clad,50
MPDZ,50,1.0000,iron-clad,50
NHS,50,1.0000,iron-clad,50
NRG3,50,1.0000,iron-clad,50
PPP1R12B,50,1.0000,iron-clad,50
PRMT2,50,1.0000,iron-clad,50
SRSF4,50,1.0000,iron-clad,50
USP51,50,1.0000,iron-clad,50
ARHGAP6,50,1.0000,iron-clad,50
CCN5,50,1.0000,iron-clad,50
CRYAB,50,1.0000,iron-clad,50
GFRA1,50,1.0000,iron-clad,50
KCNMB4,50,1.0000,iron-clad,50
NEGR1,50,1.0000,iron-clad,50
SUSD2,50,1.0000,iron-clad,50
ASPA,50,1.0000,iron-clad,50
DBN1,50,1.0000,iron-clad,50
FBLN5,50,1.0000,iron-clad,50
MAL,50,1.0000,iron-clad,50
P4HA2,50,1.0000,iron-clad,50
RETREG1,50,1.0000,iron-clad,50
SEMA3G,50,1.0000,iron-clad,50
SERTM1,50,1.0000,iron-clad,50
SLC8A1,50,1.0000,iron-clad,50
SRGAP1,50,1.0000,iron-clad,50
CHIC2,50,1.0000,iron-clad,50
CPA4,50,1.0000,iron-clad,50
MRTO4,50,1.0000,iron-clad,50
NDUFAF2,50,1.0000,iron-clad,50
AK6,50,1.0000,iron-clad,50
BTBD10,50,1.0000,iron-clad,50
CAB39,50,1.0000,iron-clad,50
COMMD1,50,1.0000,iron-clad,50
PLEKHA2,50,1.0000,iron-clad,50
PRPF31,50,1.0000,iron-clad,50
RNF168,50,1.0000,iron-clad,50
APRT,50,1.0000,iron-clad,50
ARV1,50,1.0000,iron-clad,50
ATP1B3,50,1.0000,iron-clad,50
CIAO2B,50,1.0000,iron-clad,50
CRB3,50,1.0000,iron-clad,50
DNAAF5,50,1.0000,iron-clad,50
GMFG,50,1.0000,iron-clad,50
PSMD9,50,1.0000,iron-clad,50
STAT3,50,1.0000,iron-clad,50
TALDO1,50,1.0000,iron-clad,50
TRAPPC5,50,1.0000,iron-clad,50
CYREN,50,1.0000,iron-clad,50
DPH6,50,1.0000,iron-clad,50
PPP2R2D,50,1.0000,iron-clad,50
TCAIM,50,1.0000,iron-clad,50
CAPRIN1,50,1.0000,iron-clad,50
CUL3,50,1.0000,iron-clad,50
ELOVL6,50,1.0000,iron-clad,50
HNRNPA3,50,1.0000,iron-clad,50
HNRNPLL,50,1.0000,iron-clad,50
LTO1,50,1.0000,iron-clad,50
OCLN,50,1.0000,iron-clad,50
OVCA2,50,1.0000,iron-clad,50
PGM3,50,1.0000,iron-clad,50
SPATA2,50,1.0000,iron-clad,50
TMEM18,50,1.0000,iron-clad,50
COCH,50,1.0000,iron-clad,50
GTF2A2,50,1.0000,iron-clad,50
IDI1,50,1.0000,iron-clad,50
MAP3K7,50,1.0000,iron-clad,50
RAB11FIP1,50,1.0000,iron-clad,50
RBM18,50,1.0000,iron-clad,50
RPP30,50,1.0000,iron-clad,50
TMEM242,50,1.0000,iron-clad,50
ZNF300,50,1.0000,iron-clad,50
ZNF562,50,1.0000,iron-clad,50
BIRC3,50,1.0000,iron-clad,50
ESPL1,50,1.0000,iron-clad,50
F12,50,1.0000,iron-clad,50
MAP3K9,50,1.0000,iron-clad,50
UBE2L6,50,1.0000,iron-clad,50
ADK,50,1.0000,iron-clad,50
BLOC1S3,50,1.0000,iron-clad,50
CEBPB,50,1.0000,iron-clad,50
DNAJB11,50,1.0000,iron-clad,50
DUSP7,50,1.0000,iron-clad,50
HDGF,50,1.0000,iron-clad,50
HENMT1,50,1.0000,iron-clad,50
KIF22,50,1.0000,iron-clad,50
NOSIP,50,1.0000,iron-clad,50
NUP62CL,50,1.0000,iron-clad,50
RNF7,50,1.0000,iron-clad,50
SOCS1,50,1.0000,iron-clad,50
TIMM8B,50,1.0000,iron-clad,50
TXNRD1,50,1.0000,iron-clad,50
AGFG1,50,1.0000,iron-clad,50
EXT1,50,1.0000,iron-clad,50
MED6,50,1.0000,iron-clad,50
METAP2,50,1.0000,iron-clad,50
RAB11A,50,1.0000,iron-clad,50
RBM12,50,1.0000,iron-clad,50
RRAGC,50,1.0000,iron-clad,50
SMYD2,50,1.0000,iron-clad,50
DNAJC15,50,1.0000,iron-clad,50
FUT6,50,1.0000,iron-clad,50
GSPT1,50,1.0000,iron-clad,50
IWS1,50,1.0000,iron-clad,50
MRPL50,50,1.0000,iron-clad,50
SLC25A46,50,1.0000,iron-clad,50
TMEM135,50,1.0000,iron-clad,50
UBAP2L,50,1.0000,iron-clad,50
WDR26,50,1.0000,iron-clad,50
ZNF326,50,1.0000,iron-clad,50
CDC42EP4,50,1.0000,iron-clad,50
GALNT11,50,1.0000,iron-clad,50
GOLGA8N,50,1.0000,iron-clad,50
GPBP1L1,50,1.0000,iron-clad,50
PEX1,50,1.0000,iron-clad,50
CDH12,50,1.0000,iron-clad,50
CHD6,50,1.0000,iron-clad,50
CTDSPL2,50,1.0000,iron-clad,50
FAM124A,50,1.0000,iron-clad,50
GLI3,50,1.0000,iron-clad,50
NEURL1B,50,1.0000,iron-clad,50
RCOR3,50,1.0000,iron-clad,50
TLE5,50,1.0000,iron-clad,50
CLSTN1,50,1.0000,iron-clad,50
CTNNB1,50,1.0000,iron-clad,50
PINK1,50,1.0000,iron-clad,50
RPAIN,50,1.0000,iron-clad,50
STK38,50,1.0000,iron-clad,50
USF2,50,1.0000,iron-clad,50
ZSCAN25,50,1.0000,iron-clad,50
ELOVL5,50,1.0000,iron-clad,50
FAM162B,50,1.0000,iron-clad,50
FEZ1,50,1.0000,iron-clad,50
FNDC5,50,1.0000,iron-clad,50
PLEKHH2,50,1.0000,iron-clad,50
SIM2,50,1.0000,iron-clad,50
XPNPEP2,50,1.0000,iron-clad,50
ABCA13,50,1.0000,iron-clad,50
ACAA2,50,1.0000,iron-clad,50
ACTA1,50,1.0000,iron-clad,50
BAMBI,50,1.0000,iron-clad,50
BHLHA15,50,1.0000,iron-clad,50
CD200,50,1.0000,iron-clad,50
CLDN11,50,1.0000,iron-clad,50
CRISP2,50,1.0000,iron-clad,50
GPAM,50,1.0000,iron-clad,50
IGSF10,50,1.0000,iron-clad,50
L3MBTL1,50,1.0000,iron-clad,50
LDHD,50,1.0000,iron-clad,50
OLAH,50,1.0000,iron-clad,50
PSAPL1,50,1.0000,iron-clad,50
SPOCK1,50,1.0000,iron-clad,50
SVEP1,50,1.0000,iron-clad,50
TNN,50,1.0000,iron-clad,50
ULK4,50,1.0000,iron-clad,50
UPB1,50,1.0000,iron-clad,50
AASS,50,1.0000,iron-clad,50
DPP3,50,1.0000,iron-clad,50
GNLY,50,1.0000,iron-clad,50
HAPLN3,50,1.0000,iron-clad,50
IL18RAP,50,1.0000,iron-clad,50
ITPKC,50,1.0000,iron-clad,50
NOP2,50,1.0000,iron-clad,50
REC8,50,1.0000,iron-clad,50
SRM,50,1.0000,iron-clad,50
UCHL3,50,1.0000,iron-clad,50
HLA-B,50,1.0000,iron-clad,50
NUP85,50,1.0000,iron-clad,50
RAB3D,50,1.0000,iron-clad,50
ZNF8,50,1.0000,iron-clad,50
ARSK,50,1.0000,iron-clad,50
SGTA,50,1.0000,iron-clad,50
TRIM11,50,1.0000,iron-clad,50
ABAT,50,1.0000,iron-clad,50
AGR2,50,1.0000,iron-clad,50
ANGPT1,50,1.0000,iron-clad,50
CNTN3,50,1.0000,iron-clad,50
FHOD3,50,1.0000,iron-clad,50
GRIN2A,50,1.0000,iron-clad,50
MOGAT2,50,1.0000,iron-clad,50
NPIPA5,50,1.0000,iron-clad,50
OPRPN,50,1.0000,iron-clad,50
PTER,50,1.0000,iron-clad,50
SCEL,50,1.0000,iron-clad,50
SERPINI1,50,1.0000,iron-clad,50
SHOX2,50,1.0000,iron-clad,50
TEF,50,1.0000,iron-clad,50
TENT5C,50,1.0000,iron-clad,50
TMC4,50,1.0000,iron-clad,50
TMEM119,50,1.0000,iron-clad,50
TSPAN2,50,1.0000,iron-clad,50
CCNK,50,1.0000,iron-clad,50
CD2BP2,50,1.0000,iron-clad,50
CTDP1,50,1.0000,iron-clad,50
EXOSC1,50,1.0000,iron-clad,50
SASS6,50,1.0000,iron-clad,50
SDF2L1,50,1.0000,iron-clad,50
SPTBN5,50,1.0000,iron-clad,50
VAMP8,50,1.0000,iron-clad,50
ALG11,50,1.0000,iron-clad,50
KCND2,50,1.0000,iron-clad,50
KMT2C,50,1.0000,iron-clad,50
PHC3,50,1.0000,iron-clad,50
RPL38,50,1.0000,iron-clad,50
RPL41,50,1.0000,iron-clad,50
SRP14,50,1.0000,iron-clad,50
STX12,50,1.0000,iron-clad,50
B4GALT4,50,1.0000,iron-clad,50
EEF1AKMT2,50,1.0000,iron-clad,50
HOXC4,50,1.0000,iron-clad,50
IDS,50,1.0000,iron-clad,50
INSR,50,1.0000,iron-clad,50
ITGB5,50,1.0000,iron-clad,50
KANSL1,50,1.0000,iron-clad,50
KCTD12,50,1.0000,iron-clad,50
MARCHF6,50,1.0000,iron-clad,50
PGPEP1,50,1.0000,iron-clad,50
TAF7,50,1.0000,iron-clad,50
NEXN,50,1.0000,iron-clad,50
NTRK2,50,1.0000,iron-clad,50
PDZRN4,50,1.0000,iron-clad,50
PKP2,50,1.0000,iron-clad,50
POSTN,50,1.0000,iron-clad,50
SCRG1,50,1.0000,iron-clad,50
C1orf115,50,1.0000,iron-clad,50
COX7A1,50,1.0000,iron-clad,50
HOXC9,50,1.0000,iron-clad,50
KRT7,50,1.0000,iron-clad,50
PLN,50,1.0000,iron-clad,50
PNPLA3,50,1.0000,iron-clad,50
ZKSCAN3,50,1.0000,iron-clad,50
ZNF785,50,1.0000,iron-clad,50
PRIMA1,50,1.0000,iron-clad,50
SLC43A1,50,1.0000,iron-clad,50
SYBU,50,1.0000,iron-clad,50
TAGLN,50,1.0000,iron-clad,50
TNXB,50,1.0000,iron-clad,50
WIPF3,50,1.0000,iron-clad,50
ABCB6,50,1.0000,iron-clad,50
ADRM1,50,1.0000,iron-clad,50
IER5,50,1.0000,iron-clad,50
KATNB1,50,1.0000,iron-clad,50
RAB31,50,1.0000,iron-clad,50
RBM28,50,1.0000,iron-clad,50
